id;seg_type;seg_id;mean_length_arpeggio_ascending;mean_length_arpeggio_descending;mean_length_arpeggio;cdpcx_density_2;cdpcx_density_L;cdpcx_density_b6;cdpcx_density_B;cdpcx_density_b2;cdpcx_density_4;cdpcx_density_<;cdpcx_density_>;cdpcx_density_1;cdpcx_density_3;cdpcx_density_6;cdpcx_density_5;cdpcx_density_T;cdpcx_density_7;cdpcx_entropy;mean_length_chromatic_ascending;mean_length_chromatic_descending;mean_length_chromatic_mixed;cpc_bigram_entropy;durclass_bigram_entropy;durclass_abs_hist_04_long;durclass_rel_hist_04_long;durclass_rel_hist_02_short;durclass_rel_entropy;durclass_abs_hist_01_very_short;durclass_abs_hist_05_very_long;durclass_rel_hist_01_very_short;durclass_rel_hist_05_very_long;durclass_rel_hist_03_medium;durclass_abs_entropy;durclass_abs_hist_03_medium;durclass_abs_hist_02_short;mean_seg_len_04_long;mean_seg_len_02_short;mean_seg_len_01_very_short;durclass_mean_seg_len;mean_seg_len_05_very_long;mean_seg_len_03_medium;fuzzyint_bigram_entropy;fuzzyint_hist_01_big_jump_up;fuzzyint_hist_08_jump_down;fuzzyint_hist_04_step_up;fuzzyint_hist_05_repeat;fuzzyint_hist_09_big_jump_down;fuzzyint_hist_07_leap_down;fuzzyint_hist_06_step_down;fuzzyint_hist_03_leap_up;fuzzyint_hist_02_jump_up;fuzzyint_entropy;art_range;art_median;art_std;metrical_event_density;event_density;performer;title;full_title;style;rhythmfeel;instrument;avgtempo;tonality_type;recordingyear;int_bigram_entropy;mean_length_chromatic_sequences;ratio_chromatic_sequences;int_std;int_min;int_range;abs_int_range;abs_int_mean;int_entropy;ioiclass_bigram_entropy;ioiclass_rel_hist_05_very_long;ioiclass_abs_hist_04_long;ioiclass_rel_hist_04_long;ioiclass_rel_hist_02_short;ioiclass_rel_hist_03_medium;ioiclass_abs_hist_03_medium;ioiclass_abs_hist_02_short;ioiclass_abs_hist_01_very_short;ioiclass_abs_hist_05_very_long;ioiclass_abs_entropy;ioiclass_rel_entropy;ioiclass_rel_hist_01_very_short;aic_mean_seg_len_02_short;ric_mean_seg_len_02_short;aic_mean_seg_len_04_long;aic_mean_seg_len;aic_mean_seg_len_05_very_long;aic_mean_seg_len_01_very_short;ric_mean_seg_len_04_long;aic_mean_seg_len_03_medium;ric_mean_seg_len;ric_mean_seg_len_01_very_short;ric_mean_seg_len_03_medium;ric_mean_seg_len_05_very_long;mcm_entropy;mcm_mean_angle;mcm_var;syncopicity;metric_complexity;metric_complexity_division;metric_complexity_compression;parsons_bigram_entropy;parsons_hist_ascending;parsons_hist_descending;parsons_hist_constant;parsons_entropy;mean_length_seq_ascending;mean_length_seq_descending;mean_length_seq_repitition;ratio_ascending_descending;pc_entropy;pc_circ_var;mean_number_of_unique_pc;pitch_entropy;pitch_range;pitch_median;pitch_std;extrema_ratio;mean_length_step_ascending;mean_length_step_descending;mean_length_step;nPVI_dur;nPVI_ioi
JohnColtrane_Mr.P.C._FINAL.sv;chorus;1;3.0;0.0;3.0;0.18;0.09;0.07;0.02;0.02;0.05;0.0;0.0;0.14;0.14;0.07;0.09;0.04;0.09;0.87;0.0;3.0;3.33;5.18;1.89;0.0;0.07;0.73;0.63;0.77;0.0;0.09;0.0;0.11;0.63;0.09;0.14;1.0;4.1;2.5;2.67;0.0;1.2;4.0;0.0;0.04;0.4;0.02;0.02;0.09;0.25;0.15;0.04;0.67;0.79;0.88;0.17;4.66;5.03;John Coltrane;Mr. P.C.;Mr. P.C.-1;HARDBOP;SWING;ts;258.2;BLUES;1959;5.0;3.0;0.07;3.3;-15;21;15;2.55;3.1;2.2;0.04;0.05;0.11;0.76;0.07;0.09;0.18;0.67;0.0;0.69;0.52;0.02;1.11;3.82;1.0;1.77;0.0;2.64;1.0;1.0;2.29;1.0;1.0;1.0;0.66;18.91;0.85;0.142857142857;0.189935064935;0.272727272727;0.107142857143;2.04;0.58;0.4;0.02;0.69;4.22;3.83;2.0;1.45;0.95;0.95;7.0;3.89;18;63.5;4.44;0.39;3.8;3.2;4.0;0.49;0.49
JohnColtrane_Mr.P.C._FINAL.sv;chorus;2;3.33;0.0;3.67;0.12;0.07;0.03;0.01;0.0;0.17;0.0;0.01;0.12;0.16;0.07;0.17;0.04;0.04;0.84;0.0;3.0;3.0;5.13;1.19;0.0;0.04;0.67;0.66;0.88;0.0;0.22;0.0;0.07;0.4;0.04;0.08;1.0;3.92;1.55;2.38;0.0;1.0;4.06;0.0;0.07;0.36;0.01;0.01;0.07;0.31;0.16;0.01;0.65;0.73;0.86;0.13;7.17;7.77;John Coltrane;Mr. P.C.;Mr. P.C.-1;HARDBOP;SWING;ts;258.2;BLUES;1959;4.93;3.0;0.03;2.96;-12;17;12;2.51;2.91;1.87;0.01;0.01;0.03;0.83;0.07;0.03;0.12;0.84;0.0;0.4;0.42;0.07;1.0;5.64;1.0;3.13;0.0;5.25;1.0;1.0;3.26;1.25;1.0;1.0;0.72;7.67;0.86;0.210526315789;0.159736842105;0.28;0.0394736842105;2.13;0.53;0.45;0.01;0.68;4.09;3.64;2.0;1.18;0.93;0.9;10.5;3.96;21;65.0;4.69;0.41;3.44;3.33;5.0;0.4;0.4
JohnColtrane_Mr.P.C._FINAL.sv;chorus;3;0.0;3.0;3.33;0.15;0.07;0.0;0.02;0.05;0.1;0.0;0.0;0.15;0.22;0.03;0.15;0.0;0.05;0.79;0.0;0.0;0.0;4.87;1.89;0.0;0.07;0.73;0.63;0.78;0.0;0.1;0.0;0.1;0.61;0.08;0.14;1.0;3.91;1.0;2.19;0.0;1.0;4.64;0.02;0.05;0.24;0.0;0.03;0.16;0.29;0.12;0.09;0.75;0.73;0.88;0.16;5.48;5.93;John Coltrane;Mr. P.C.;Mr. P.C.-1;HARDBOP;SWING;ts;258.2;BLUES;1959;5.41;0.0;0.0;3.68;-12;20;11;3.07;3.44;2.21;0.0;0.0;0.14;0.72;0.1;0.14;0.22;0.64;0.0;0.81;0.62;0.03;1.08;3.82;0.0;1.53;0.0;2.06;1.0;1.0;2.23;1.0;1.2;0.0;0.69;21.93;0.9;0.220338983051;0.214056107539;0.258620689655;0.169491525424;1.98;0.47;0.53;0.0;0.63;3.63;4.25;0.0;0.87;0.93;0.97;8.33;4.25;28;65.0;6.5;0.44;3.25;3.2;3.56;0.58;0.58
JohnColtrane_Mr.P.C._FINAL.sv;chorus;4;4.0;3.67;3.71;0.21;0.07;0.02;0.0;0.01;0.11;0.0;0.01;0.2;0.15;0.02;0.11;0.02;0.06;0.82;4.0;4.0;3.5;5.17;0.85;0.0;0.01;0.8;0.45;0.93;0.0;0.15;0.0;0.04;0.27;0.01;0.06;1.0;5.08;1.2;3.04;0.0;1.0;4.23;0.01;0.05;0.35;0.0;0.01;0.16;0.23;0.16;0.02;0.69;0.88;0.87;0.18;6.91;7.46;John Coltrane;Mr. P.C.;Mr. P.C.-1;HARDBOP;SWING;ts;258.2;BLUES;1959;5.49;4.0;0.07;3.33;-14;23;13;2.69;3.3;1.68;0.0;0.0;0.05;0.84;0.09;0.06;0.2;0.74;0.0;0.65;0.43;0.02;1.07;5.67;0.0;2.08;0.0;3.16;1.0;1.0;3.24;1.0;1.0;0.0;0.69;19.96;0.89;0.146341463415;0.144610057212;0.216049382716;0.0731707317073;1.97;0.54;0.46;0.0;0.63;4.7;4.71;0.0;1.19;0.92;0.91;7.5;3.92;20;63.0;4.74;0.41;4.83;4.33;5.3;0.36;0.36
JohnColtrane_Mr.P.C._FINAL.sv;chorus;5;3.0;3.0;3.17;0.1;0.06;0.0;0.01;0.0;0.16;0.0;0.03;0.13;0.19;0.06;0.18;0.01;0.05;0.81;3.0;0.0;3.0;5.1;0.99;0.01;0.01;0.87;0.33;0.91;0.0;0.08;0.01;0.03;0.27;0.01;0.06;1.0;13.4;2.0;6.42;1.0;1.0;4.18;0.0;0.07;0.37;0.0;0.0;0.13;0.25;0.14;0.04;0.65;0.82;0.86;0.18;6.21;6.72;John Coltrane;Mr. P.C.;Mr. P.C.-1;HARDBOP;SWING;ts;258.2;BLUES;1959;5.23;3.0;0.03;2.85;-5;11;5;2.55;3.08;1.47;0.0;0.01;0.05;0.87;0.07;0.04;0.18;0.76;0.0;0.51;0.37;0.01;1.17;6.0;1.0;2.3;0.0;3.41;1.0;1.0;3.62;1.0;1.0;0.0;0.66;18.71;0.96;0.0909090909091;0.0854408749146;0.157894736842;0.012987012987;1.96;0.55;0.45;0.0;0.63;4.89;3.8;0.0;1.24;0.92;0.97;7.0;3.97;21;63.0;4.93;0.4;4.57;3.67;5.56;0.32;0.32
JohnColtrane_Mr.P.C._FINAL.sv;chorus;6;3.0;4.0;5.33;0.14;0.11;0.03;0.0;0.0;0.17;0.0;0.02;0.08;0.17;0.06;0.12;0.02;0.09;0.83;0.0;4.0;3.5;5.22;1.55;0.0;0.05;0.75;0.59;0.83;0.0;0.11;0.0;0.09;0.51;0.06;0.11;1.0;4.45;1.17;2.5;0.0;1.0;4.21;0.05;0.0;0.22;0.03;0.0;0.25;0.3;0.13;0.03;0.69;0.8;0.89;0.18;5.72;6.2;John Coltrane;Mr. P.C.;Mr. P.C.-1;HARDBOP;SWING;ts;258.2;BLUES;1959;5.05;4.0;0.05;3.15;-4;12;8;2.66;3.17;2.57;0.0;0.0;0.09;0.7;0.11;0.09;0.22;0.69;0.0;0.74;0.67;0.09;1.08;4.09;0.0;1.88;0.0;2.93;1.0;1.0;2.21;1.2;1.0;0.0;0.63;17.05;0.94;0.169230769231;0.151382211538;0.1796875;0.123076923077;2.29;0.42;0.55;0.03;0.73;3.63;4.44;0.0;0.77;0.94;0.92;7.67;3.75;18;65.0;4.17;0.37;3.5;4.5;5.17;0.54;0.54
JohnColtrane_Mr.P.C._FINAL.sv;chorus;7;3.5;4.0;4.8;0.23;0.08;0.06;0.0;0.05;0.03;0.0;0.02;0.14;0.11;0.02;0.06;0.06;0.15;0.84;0.0;0.0;3.0;5.38;1.92;0.0;0.09;0.43;0.84;0.77;0.0;0.38;0.0;0.09;0.63;0.09;0.14;1.0;2.0;1.67;1.59;0.0;1.0;4.61;0.0;0.05;0.25;0.03;0.06;0.11;0.19;0.25;0.06;0.77;0.81;0.88;0.19;5.52;5.94;John Coltrane;Mr. P.C.;Mr. P.C.-1;HARDBOP;SWING;ts;258.2;BLUES;1959;5.38;0.0;0.0;4.0;-13;20;13;3.27;3.56;3.09;0.0;0.0;0.13;0.58;0.09;0.14;0.19;0.67;0.0;0.78;0.81;0.2;1.33;2.06;0.0;2.0;0.0;3.07;1.0;1.0;1.52;1.3;1.0;0.0;0.72;24.08;0.71;0.215384615385;0.198377403846;0.2890625;0.107692307692;2.24;0.56;0.41;0.03;0.73;4.33;4.0;0.0;1.38;0.94;0.81;7.0;4.1;29;70.0;6.16;0.37;3.5;3.25;4.67;0.67;0.67
JohnColtrane_Mr.P.C._FINAL.sv;chorus;8;3.5;3.33;3.67;0.1;0.13;0.02;0.0;0.05;0.08;0.0;0.01;0.14;0.14;0.09;0.13;0.02;0.08;0.88;4.0;3.0;3.4;5.57;1.36;0.0;0.0;0.78;0.61;0.81;0.0;0.14;0.0;0.08;0.69;0.0;0.19;0.0;5.15;1.2;3.07;0.0;1.4;4.31;0.01;0.07;0.31;0.01;0.0;0.15;0.27;0.15;0.02;0.7;0.73;0.83;0.16;7.16;7.63;John Coltrane;Mr. P.C.;Mr. P.C.-1;HARDBOP;SWING;ts;258.2;BLUES;1959;5.4;3.2;0.13;2.96;-6;16;10;2.53;3.29;2.24;0.0;0.0;0.02;0.74;0.15;0.02;0.27;0.71;0.0;0.63;0.58;0.08;1.21;4.2;0.0;2.13;0.0;3.16;1.0;1.0;2.5;1.17;1.18;0.0;0.78;38.96;0.96;0.279069767442;0.193844049248;0.341176470588;0.046511627907;2.13;0.49;0.49;0.01;0.68;3.64;3.69;2.0;1.0;0.94;0.79;8.67;3.99;18;67.0;4.78;0.43;4.0;3.14;4.42;0.37;0.37
JohnColtrane_Mr.P.C._FINAL.sv;chorus;9;4.0;4.0;5.8;0.14;0.04;0.04;0.01;0.0;0.07;0.0;0.03;0.21;0.15;0.07;0.11;0.04;0.1;0.86;0.0;3.0;3.0;5.25;1.92;0.01;0.04;0.49;0.71;0.78;0.0;0.34;0.01;0.11;0.5;0.05;0.15;1.0;1.89;1.67;1.62;1.0;1.14;3.84;0.0;0.01;0.26;0.04;0.03;0.13;0.25;0.26;0.01;0.69;0.7;0.91;0.17;6.04;6.53;John Coltrane;Mr. P.C.;Mr. P.C.-1;HARDBOP;SWING;ts;258.2;BLUES;1959;5.01;3.0;0.03;3.82;-19;25;19;2.85;3.24;3.17;0.03;0.03;0.08;0.57;0.11;0.1;0.13;0.75;0.0;0.58;0.74;0.21;1.8;2.28;1.0;3.13;0.0;6.0;1.0;1.0;1.64;1.15;1.6;1.0;0.78;20.02;0.84;0.328767123288;0.190116057839;0.256944444444;0.123287671233;2.13;0.54;0.42;0.04;0.75;5.63;6.75;0.0;1.3;0.92;0.95;6.8;4.26;27;63.0;6.5;0.26;8.0;5.5;6.83;0.54;0.54
JohnColtrane_Mr.P.C._FINAL.sv;chorus;10;3.0;3.0;3.25;0.16;0.08;0.08;0.01;0.04;0.08;0.0;0.03;0.12;0.09;0.05;0.18;0.04;0.05;0.9;0.0;3.67;3.75;5.59;1.53;0.0;0.01;0.77;0.52;0.82;0.0;0.16;0.0;0.06;0.5;0.03;0.16;1.0;5.9;1.2;2.96;0.0;1.0;4.3;0.0;0.07;0.22;0.01;0.0;0.11;0.39;0.13;0.07;0.68;0.87;0.86;0.2;6.45;6.91;John Coltrane;Mr. P.C.;Mr. P.C.-1;HARDBOP;SWING;ts;258.2;BLUES;1959;5.32;3.67;0.11;2.87;-5;12;7;2.45;3.24;2.35;0.0;0.0;0.05;0.72;0.16;0.07;0.26;0.67;0.0;0.73;0.62;0.07;1.11;3.67;0.0;1.69;0.0;2.22;1.33;1.25;2.3;1.25;1.09;0.0;0.73;19.1;0.94;0.233766233766;0.144395078606;0.236842105263;0.0519480519481;2.09;0.42;0.57;0.01;0.68;4.13;6.0;2.0;0.74;0.94;0.95;7.75;3.93;19;66.0;4.79;0.36;4.0;4.57;5.44;0.49;0.49
JohnColtrane_Mr.P.C._FINAL.sv;chorus;11;0.0;3.0;3.0;0.19;0.06;0.03;0.0;0.01;0.07;0.0;0.01;0.16;0.13;0.03;0.13;0.06;0.1;0.85;4.0;0.0;5.0;4.99;1.43;0.0;0.06;0.76;0.56;0.85;0.0;0.13;0.0;0.04;0.47;0.06;0.09;1.0;5.78;1.5;3.09;0.0;1.0;3.94;0.01;0.01;0.33;0.0;0.01;0.13;0.33;0.13;0.03;0.65;0.87;0.92;0.2;5.69;6.13;John Coltrane;Mr. P.C.;Mr. P.C.-1;HARDBOP;SWING;ts;258.2;BLUES;1959;5.04;4.0;0.04;3.03;-8;18;9;2.48;3.04;2.45;0.01;0.01;0.07;0.72;0.12;0.09;0.21;0.69;0.0;0.62;0.59;0.07;1.4;3.69;1.0;2.09;0.0;3.07;1.0;1.0;2.09;1.0;1.0;1.0;0.67;10.41;0.87;0.205882352941;0.163410886743;0.223880597015;0.102941176471;2.0;0.51;0.49;0.0;0.63;4.25;4.29;0.0;1.03;0.93;0.91;8.33;3.72;18;64.5;4.09;0.47;3.8;3.25;5.11;0.46;0.46
JohnColtrane_Mr.P.C._FINAL.sv;chorus;12;3.0;3.33;4.8;0.11;0.05;0.05;0.0;0.0;0.11;0.0;0.02;0.17;0.2;0.02;0.15;0.02;0.14;0.8;0.0;6.0;4.5;5.12;2.19;0.02;0.05;0.74;0.55;0.7;0.0;0.09;0.02;0.11;0.59;0.06;0.23;1.0;4.9;1.0;2.44;1.0;1.0;3.87;0.0;0.02;0.32;0.0;0.0;0.18;0.29;0.17;0.02;0.61;0.72;0.89;0.16;5.31;5.7;John Coltrane;Mr. P.C.;Mr. P.C.-1;HARDBOP;SWING;ts;258.2;BLUES;1959;5.01;6.0;0.08;2.6;-5;10;4;2.35;3.06;2.33;0.0;0.0;0.11;0.71;0.15;0.11;0.28;0.62;0.0;0.81;0.63;0.03;1.38;5.11;0.0;1.91;0.0;2.67;1.17;1.17;2.6;1.0;1.25;0.0;0.73;15.77;0.86;0.318181818182;0.206876456876;0.307692307692;0.106060606061;1.97;0.51;0.49;0.0;0.63;4.11;4.71;0.0;1.03;0.92;0.84;7.33;3.89;20;67.0;5.21;0.39;4.2;4.0;6.29;0.48;0.48
JohnColtrane_Mr.P.C._FINAL.sv;chorus;13;3.38;3.78;5.08;0.06;0.04;0.02;0.0;0.01;0.1;0.0;0.0;0.11;0.22;0.04;0.21;0.05;0.12;0.8;0.0;4.0;3.67;5.05;1.1;0.0;0.02;0.58;0.67;0.9;0.0;0.34;0.0;0.06;0.35;0.02;0.08;1.0;3.0;1.74;2.18;0.0;1.2;3.94;0.01;0.0;0.16;0.02;0.0;0.32;0.2;0.27;0.02;0.64;0.71;0.87;0.14;8.34;9.05;John Coltrane;Mr. P.C.;Mr. P.C.-1;HARDBOP;SWING;ts;258.2;BLUES;1959;5.05;4.0;0.06;2.95;-4;12;8;2.68;3.11;2.27;0.0;0.0;0.04;0.74;0.05;0.04;0.09;0.87;0.0;0.43;0.58;0.16;1.13;4.24;0.0;4.04;0.0;7.0;1.0;1.0;2.62;1.33;1.25;0.0;0.76;37.07;0.91;0.214285714286;0.141542183884;0.242268041237;0.0408163265306;2.08;0.46;0.52;0.02;0.71;4.23;4.77;0.0;0.9;0.85;0.94;8.67;3.49;20;66.0;4.26;0.28;3.5;4.6;4.33;0.42;0.42
JohnColtrane_Mr.P.C._FINAL.sv;chorus;14;3.5;0.0;3.75;0.1;0.06;0.06;0.0;0.03;0.12;0.0;0.01;0.12;0.16;0.06;0.13;0.06;0.09;0.89;3.67;0.0;3.67;5.5;1.2;0.0;0.05;0.51;0.68;0.88;0.0;0.42;0.0;0.02;0.4;0.05;0.07;1.0;2.44;2.12;2.1;0.0;1.0;3.68;0.0;0.0;0.44;0.02;0.02;0.08;0.26;0.15;0.02;0.61;0.83;0.93;0.19;7.23;7.8;John Coltrane;Mr. P.C.;Mr. P.C.-1;HARDBOP;SWING;ts;258.2;BLUES;1959;4.85;3.67;0.09;3.93;-21;26;21;2.48;2.98;3.07;0.0;0.01;0.08;0.51;0.07;0.08;0.09;0.81;0.0;0.47;0.8;0.34;1.33;1.87;1.0;3.15;0.0;5.31;1.0;1.0;1.63;1.61;1.5;0.0;0.8;20.17;0.82;0.337209302326;0.167236662107;0.264705882353;0.0697674418605;2.05;0.61;0.36;0.02;0.69;6.22;8.0;0.0;1.68;0.94;0.94;7.4;4.4;29;63.0;7.38;0.28;7.2;6.0;8.71;0.47;0.47
JohnColtrane_Mr.P.C._FINAL.sv;chorus;15;3.0;0.0;3.07;0.18;0.03;0.01;0.01;0.0;0.11;0.0;0.0;0.12;0.16;0.03;0.18;0.03;0.15;0.79;2.0;5.0;5.0;4.8;1.49;0.0;0.03;0.8;0.51;0.84;0.0;0.07;0.0;0.11;0.47;0.03;0.14;1.0;4.92;1.25;2.85;0.0;1.0;4.33;0.0;0.1;0.08;0.04;0.1;0.04;0.19;0.4;0.05;0.73;0.74;0.88;0.18;6.18;6.69;John Coltrane;Mr. P.C.;Mr. P.C.-1;HARDBOP;SWING;ts;258.2;BLUES;1959;5.14;5.0;0.05;4.21;-10;15;10;3.59;3.33;2.57;0.0;0.0;0.05;0.67;0.22;0.05;0.3;0.64;0.0;0.73;0.66;0.05;1.57;3.06;0.0;2.03;0.0;2.61;1.0;1.0;2.15;1.33;1.45;0.0;0.75;24.71;0.92;0.405405405405;0.163735653462;0.232876712329;0.0945945945946;2.34;0.53;0.42;0.04;0.76;3.18;4.2;0.0;1.26;0.86;0.85;8.0;3.39;19;63.0;3.97;0.47;5.0;5.0;5.33;0.43;0.43
JohnColtrane_Mr.P.C._FINAL.sv;chorus;16;4.0;0.0;6.0;0.1;0.04;0.02;0.0;0.0;0.13;0.0;0.0;0.15;0.19;0.06;0.12;0.06;0.13;0.81;3.0;0.0;4.67;4.85;2.32;0.0;0.13;0.5;0.89;0.67;0.0;0.21;0.0;0.15;0.78;0.15;0.17;1.0;2.89;1.57;1.68;0.0;1.0;3.98;0.0;0.04;0.22;0.02;0.0;0.16;0.35;0.16;0.06;0.69;0.84;0.93;0.18;4.43;4.71;John Coltrane;Mr. P.C.;Mr. P.C.-1;HARDBOP;SWING;ts;258.2;BLUES;1959;4.9;3.0;0.04;2.65;-5;10;5;2.29;3.18;3.09;0.0;0.02;0.18;0.55;0.16;0.18;0.22;0.59;0.0;0.74;0.85;0.12;1.22;2.55;1.0;1.5;0.0;2.0;1.0;1.0;1.59;1.5;1.0;0.0;0.76;20.71;0.8;0.403846153846;0.190610859729;0.323529411765;0.0576923076923;2.18;0.43;0.55;0.02;0.7;3.83;4.67;2.0;0.79;0.86;0.78;7.33;3.49;20;65.0;4.13;0.4;3.25;3.5;7.67;0.71;0.71
JohnColtrane_MyFavoriteThings-1_FINAL.sv;chorus;1;3.56;3.17;3.35;0.1;0.02;0.03;0.0;0.02;0.12;0.0;0.03;0.15;0.12;0.08;0.18;0.05;0.09;0.86;3.0;3.11;3.17;5.79;1.75;0.03;0.07;0.16;0.53;0.83;0.0;0.73;0.01;0.04;0.45;0.06;0.08;1.07;1.78;6.65;3.34;1.0;1.24;4.45;0.01;0.03;0.31;0.05;0.01;0.11;0.34;0.1;0.04;0.71;0.96;0.79;0.17;5.33;5.31;John Coltrane;My Favorite Things;My Favorite Things-1;POSTBOP;SWING;ss;179.3;MODAL;1960;5.74;3.09;0.03;3.18;-13;35;22;2.45;3.25;3.02;0.02;0.06;0.08;0.22;0.08;0.07;0.11;0.76;0.0;0.51;0.7;0.6;1.52;1.45;1.02;3.46;1.0;7.43;1.11;1.23;2.39;4.99;1.5;1.0;0.85;2.96;0.9;0.385772913817;0.151316455222;0.224657534247;0.077975376197;2.32;0.45;0.49;0.05;0.79;5.54;5.36;3.45;0.92;0.91;0.93;7.27;4.35;28;74.0;6.78;0.26;4.42;4.04;5.6;0.61;0.61
JohnColtrane_MyFavoriteThings-2_FINAL.sv;chorus;1;3.0;3.0;3.64;0.14;0.0;0.01;0.03;0.0;0.0;0.03;0.0;0.04;0.12;0.17;0.27;0.01;0.17;0.75;3.2;3.31;3.39;5.26;1.94;0.02;0.06;0.24;0.62;0.8;0.0;0.63;0.0;0.07;0.49;0.07;0.11;1.02;1.48;3.52;2.16;1.0;1.07;5.46;0.06;0.1;0.17;0.04;0.05;0.13;0.24;0.12;0.09;0.86;0.92;0.74;0.18;5.21;5.18;John Coltrane;My Favorite Things;My Favorite Things-2;POSTBOP;SWING;ss;178.9;MODAL;1960;6.57;3.29;0.07;4.74;-22;46;24;3.66;3.91;3.48;0.01;0.05;0.09;0.4;0.12;0.1;0.18;0.68;0.0;0.68;0.77;0.38;1.49;2.01;1.0;2.43;0.0;4.39;1.05;1.09;1.86;2.44;1.33;1.0;0.8;0.31;0.91;0.355062413315;0.170077246109;0.251388888889;0.0887656033287;2.35;0.44;0.52;0.04;0.76;3.94;4.15;4.17;0.85;0.79;0.83;5.21;3.91;28;76.0;7.09;0.5;3.22;3.47;3.76;0.61;0.61
JohnColtrane_NatureBoy_FINAL.sv;chorus;1;3.21;3.16;3.7;0.04;0.11;0.04;0.0;0.06;0.18;0.0;0.06;0.05;0.14;0.06;0.14;0.06;0.06;0.89;3.25;3.5;3.47;6.47;1.99;0.02;0.02;0.57;0.6;0.77;0.0;0.35;0.01;0.06;0.44;0.03;0.18;1.18;2.75;1.94;2.19;1.0;1.23;5.34;0.01;0.06;0.24;0.06;0.01;0.18;0.21;0.16;0.07;0.8;0.86;0.91;0.19;1.67;5.19;John Coltrane;Nature Boy;Nature Boy-1;POSTBOP;SWING;ts;186.1;MODAL;1963;6.96;3.34;0.06;4.21;-37;56;37;3.04;3.72;3.22;0.01;0.02;0.06;0.58;0.12;0.09;0.25;0.63;0.01;0.6;0.7;0.22;1.77;2.52;1.09;2.28;1.0;3.43;1.01;1.05;1.82;1.57;1.18;1.0;0.51;29.46;0.93;0.338772338772;0.160161853008;0.256609642302;0.0637140637141;2.51;0.49;0.46;0.06;0.79;4.17;3.78;3.33;1.07;0.95;0.85;5.98;4.66;38;66.0;7.46;0.43;3.49;3.6;4.34;0.44;0.44
JohnColtrane_Nutty_FINAL.sv;chorus;1;3.29;3.67;4.06;0.12;0.05;0.05;0.04;0.05;0.11;0.0;0.01;0.1;0.13;0.09;0.13;0.03;0.08;0.92;3.0;3.1;3.2;6.34;1.19;0.0;0.01;0.14;0.44;0.89;0.0;0.81;0.0;0.04;0.31;0.04;0.07;1.0;1.14;5.8;3.27;0.0;1.18;4.2;0.02;0.03;0.3;0.01;0.01;0.15;0.35;0.1;0.04;0.67;0.94;0.9;0.15;10.93;6.34;John Coltrane;Nutty;Nutty-1;HARDBOP;SWING;ts;137.8;FUNCTIONAL;1957;5.77;3.08;0.08;3.43;-17;38;21;2.61;3.29;2.45;0.01;0.03;0.03;0.26;0.03;0.03;0.12;0.81;0.0;0.41;0.54;0.67;1.08;1.2;1.0;3.17;1.0;5.78;1.0;1.22;1.96;2.9;1.25;1.0;0.93;22.21;0.96;0.374285714286;0.10098239869;0.187679083095;0.0142857142857;1.98;0.46;0.53;0.01;0.66;4.79;5.91;0.0;0.87;0.97;0.9;9.4;4.14;28;63.0;4.97;0.31;4.54;5.73;5.88;0.41;0.41
JohnColtrane_Nutty_FINAL.sv;chorus;2;3.43;3.5;4.06;0.09;0.03;0.06;0.08;0.08;0.08;0.01;0.02;0.1;0.11;0.08;0.12;0.03;0.1;0.95;3.29;3.83;3.47;6.55;0.92;0.0;0.0;0.13;0.34;0.92;0.0;0.85;0.0;0.01;0.23;0.01;0.07;1.0;1.1;6.96;3.89;0.0;1.0;4.58;0.01;0.04;0.26;0.01;0.0;0.17;0.31;0.17;0.03;0.7;0.9;0.9;0.16;13.5;7.73;John Coltrane;Nutty;Nutty-1;HARDBOP;SWING;ts;137.8;FUNCTIONAL;1957;6.15;3.54;0.08;2.98;-13;22;13;2.53;3.38;2.11;0.0;0.03;0.03;0.2;0.03;0.03;0.09;0.86;0.0;0.38;0.53;0.75;1.12;1.42;1.0;4.14;0.0;7.59;1.0;1.0;2.75;4.41;1.0;0.0;0.94;14.11;0.91;0.398148148148;0.0916392755865;0.176334106729;0.00694444444444;2.08;0.47;0.52;0.01;0.67;4.93;5.02;0.0;0.91;0.99;0.97;10.06;4.48;32;64.0;5.93;0.36;4.27;5.43;5.57;0.37;0.37
JohnColtrane_Nutty_FINAL.sv;chorus;3;3.43;3.85;3.82;0.09;0.02;0.08;0.05;0.09;0.08;0.01;0.02;0.09;0.11;0.1;0.11;0.03;0.12;0.94;3.0;3.5;3.33;6.59;1.15;0.0;0.0;0.16;0.38;0.89;0.0;0.82;0.0;0.01;0.29;0.01;0.1;1.0;1.13;5.25;3.17;0.0;1.0;4.62;0.02;0.02;0.28;0.01;0.02;0.16;0.3;0.14;0.05;0.72;0.89;0.9;0.16;13.39;7.64;John Coltrane;Nutty;Nutty-1;HARDBOP;SWING;ts;137.8;FUNCTIONAL;1957;6.19;3.33;0.08;3.88;-27;41;27;2.83;3.53;2.22;0.0;0.02;0.02;0.22;0.04;0.03;0.13;0.82;0.0;0.44;0.56;0.72;1.12;1.28;1.0;3.12;0.0;5.3;1.0;1.0;2.27;3.48;1.0;0.0;0.93;13.82;0.97;0.392523364486;0.0930831272297;0.179156908665;0.00700934579439;2.02;0.48;0.51;0.01;0.67;4.61;5.33;0.0;0.96;0.98;0.97;9.81;4.37;35;65.0;5.43;0.3;4.4;4.58;5.39;0.42;0.42
