55.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.11;11.11;0.00;0.00;0.00;0.00;0.00;22.22
0.00;83.33;0.00;0.00;0.00;0.00;0.00;16.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;83.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;28.57;0.00;0.00;0.00;0.00;14.29;14.29;0.00;14.29;0.00;0.00;0.00;0.00;14.29;0.00;0.00;0.00;14.29;0.00
0.00;0.00;0.00;0.00;83.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;9.09;0.00;0.00;72.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.18;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;50.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.67;16.67;0.00;0.00;16.67;0.00
0.00;0.00;0.00;0.00;12.50;0.00;0.00;0.00;87.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.00;50.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;25.00;0.00;0.00;0.00;0.00;37.50;25.00;0.00;12.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;5.88;11.76;5.88;0.00;5.88;0.00;0.00;0.00;0.00;0.00;0.00;35.29;0.00;0.00;23.53;0.00;5.88;0.00;5.88;0.00
0.00;0.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
14.29;0.00;0.00;0.00;0.00;0.00;14.29;0.00;0.00;0.00;0.00;14.29;0.00;0.00;57.14;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;7.69;0.00;7.69;0.00;0.00;0.00;7.69;0.00;7.69;0.00;0.00;7.69;7.69;15.38;30.77;7.69;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;83.33;0.00;0.00;16.67
0.00;0.00;0.00;0.00;0.00;33.33;0.00;0.00;16.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.11;0.00;0.00;55.56;0.00;0.00;0.00;0.00;22.22;0.00;0.00;0.00;11.11;0.00
25.00;0.00;0.00;0.00;25.00;0.00;0.00;0.00;25.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.00
